# Energy spectrum for backscattering angle 170°±5° (OpenMP)
# bins=100, range=[0,2.20] MeV, bin_width=0.0220 MeV
# Total weighted counts in window = 4.105e+02
# Simulated particles = 10000000
# Energy (MeV)   Weighted Counts
0.0110 0.000000e+00
0.0330 0.000000e+00
0.0550 0.000000e+00
0.0771 0.000000e+00
0.0991 0.000000e+00
0.1211 0.000000e+00
0.1431 0.000000e+00
0.1651 0.000000e+00
0.1872 0.000000e+00
0.2092 0.000000e+00
0.2312 0.000000e+00
0.2532 0.000000e+00
0.2752 0.000000e+00
0.2972 0.000000e+00
0.3193 0.000000e+00
0.3413 0.000000e+00
0.3633 0.000000e+00
0.3853 0.000000e+00
0.4073 0.000000e+00
0.4294 0.000000e+00
0.4514 0.000000e+00
0.4734 0.000000e+00
0.4954 0.000000e+00
0.5174 0.000000e+00
0.5394 0.000000e+00
0.5615 0.000000e+00
0.5835 0.000000e+00
0.6055 0.000000e+00
0.6275 0.000000e+00
0.6495 1.482639e-02
0.6716 2.456391e-01
0.6936 2.498125e+00
0.7156 1.502699e+01
0.7376 5.065065e+01
0.7596 9.807922e+01
0.7816 1.145633e+02
0.8037 8.309813e+01
0.8257 3.565887e+01
0.8477 9.231024e+00
0.8697 1.299453e+00
0.8917 1.698761e-01
0.9137 4.782869e-03
0.9358 1.974807e-03
0.9578 0.000000e+00
0.9798 0.000000e+00
1.0018 0.000000e+00
1.0238 0.000000e+00
1.0459 0.000000e+00
1.0679 0.000000e+00
1.0899 0.000000e+00
1.1119 0.000000e+00
1.1339 0.000000e+00
1.1559 0.000000e+00
1.1780 0.000000e+00
1.2000 0.000000e+00
1.2220 0.000000e+00
1.2440 0.000000e+00
1.2660 0.000000e+00
1.2881 0.000000e+00
1.3101 0.000000e+00
1.3321 0.000000e+00
1.3541 0.000000e+00
1.3761 0.000000e+00
1.3981 0.000000e+00
1.4202 0.000000e+00
1.4422 0.000000e+00
1.4642 0.000000e+00
1.4862 0.000000e+00
1.5082 0.000000e+00
1.5303 0.000000e+00
1.5523 0.000000e+00
1.5743 0.000000e+00
1.5963 0.000000e+00
1.6183 0.000000e+00
1.6403 0.000000e+00
1.6624 0.000000e+00
1.6844 0.000000e+00
1.7064 0.000000e+00
1.7284 0.000000e+00
1.7504 0.000000e+00
1.7725 0.000000e+00
1.7945 0.000000e+00
1.8165 0.000000e+00
1.8385 0.000000e+00
1.8605 0.000000e+00
1.8825 0.000000e+00
1.9046 0.000000e+00
1.9266 0.000000e+00
1.9486 0.000000e+00
1.9706 0.000000e+00
1.9926 0.000000e+00
2.0147 0.000000e+00
2.0367 0.000000e+00
2.0587 0.000000e+00
2.0807 0.000000e+00
2.1027 0.000000e+00
2.1247 0.000000e+00
2.1468 0.000000e+00
2.1688 0.000000e+00
2.1908 0.000000e+00
