Z,density,A,n_atom,thickness_cm,N_layers,E0_MeV,N_particles,mean_final_energy_MeV,std_final_energy_MeV,mean_angle_deg,std_angle_deg,backscatter_prob,energy_loss_MeV,thickness_A,folder
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9502,2.2659,4.731252e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E1.54MeV_seed6
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9499,2.2649,4.722924e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E1.54MeV_seed7
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.95,2.2661,4.737173e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E1.54MeV_seed8
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9485,2.2667,4.724123e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E1.54MeV_seed9
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7848,0.023,0.9494,2.2651,4.718677e-05,0.41520000000000024,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E2.20MeV_seed1
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9478,2.2655,4.725012e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E2.20MeV_seed10
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9499,2.2629,4.705069e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E2.20MeV_seed2
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9497,2.2639,4.721645e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E2.20MeV_seed3
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.951,2.2651,4.734188e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E2.20MeV_seed4
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9509,2.2664,4.721468e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E2.20MeV_seed5
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9504,2.2675,4.760616e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E2.20MeV_seed6
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9498,2.2654,4.719725e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E2.20MeV_seed7
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9493,2.266,4.731179e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E2.20MeV_seed8
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9478,2.2662,4.715313e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E2.20MeV_seed9
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9498,2.2661,4.722649e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E2.72MeV_seed1
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9482,2.2655,4.726257e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E2.72MeV_seed10
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9501,2.2646,4.721451e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E2.72MeV_seed2
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9497,2.2636,4.70683e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E2.72MeV_seed3
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9504,2.2654,4.728157e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E2.72MeV_seed4
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9506,2.2659,4.715414e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E2.72MeV_seed5
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9505,2.2664,4.738598e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E2.72MeV_seed6
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.95,2.265,4.716869e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E2.72MeV_seed7
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9502,2.2657,4.736443e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E2.72MeV_seed8
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9478,2.2665,4.726582e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E2.72MeV_seed9
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7848,0.023,0.9495,2.2644,4.714879e-05,0.41520000000000024,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E3.30MeV_seed1
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9488,2.2656,4.729475e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E3.30MeV_seed10
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9498,2.2637,4.707605e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E3.30MeV_seed2
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9494,2.2633,4.724418e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E3.30MeV_seed3
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9504,2.266,4.7342e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E3.30MeV_seed4
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9506,2.2659,4.706987e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E3.30MeV_seed5
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9499,2.2665,4.736693e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E3.30MeV_seed6
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9492,2.2657,4.726254e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E3.30MeV_seed7
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9494,2.2665,4.731891e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E3.30MeV_seed8
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9486,2.2666,4.720966e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E3.30MeV_seed9
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9494,2.2648,4.711356e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E4.00MeV_seed1
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9481,2.2654,4.739716e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E4.00MeV_seed10
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9497,2.2633,4.700815e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E4.00MeV_seed2
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9498,2.2648,4.722376e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E4.00MeV_seed3
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9503,2.2652,4.723153e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E4.00MeV_seed4
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9505,2.2664,4.72357e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E4.00MeV_seed5
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9502,2.2661,4.740087e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E4.00MeV_seed6
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9498,2.265,4.720558e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E4.00MeV_seed7
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9502,2.2676,4.756433e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E4.00MeV_seed8
14,2.33,28.09,5e+22,0.0003,200,2.2,1000000,1.7849,0.023,0.9485,2.2666,4.723705e-05,0.41510000000000025,29999.999999999996,Result_Z14_T3.00e-4_N1000000_E4.00MeV_seed9
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1307,0.8267,5.439677e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E1.54MeV_seed1
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1303,0.828,5.387762e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E1.54MeV_seed10
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1311,0.8276,5.422747e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E1.54MeV_seed2
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1309,0.8284,5.481571e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E1.54MeV_seed3
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1307,0.8299,5.537878e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E1.54MeV_seed4
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1308,0.8299,5.537939e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E1.54MeV_seed5
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1307,0.8306,5.563874e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E1.54MeV_seed6
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1307,0.8301,5.55105e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E1.54MeV_seed7
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1308,0.8301,5.404778e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E1.54MeV_seed8
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1302,0.8281,5.372904e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E1.54MeV_seed9
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1309,0.8269,5.431045e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E2.20MeV_seed1
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1305,0.8293,5.456635e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E2.20MeV_seed10
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1308,0.8264,5.417296e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E2.20MeV_seed2
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1309,0.8284,5.4638e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E2.20MeV_seed3
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1307,0.8292,5.532223e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E2.20MeV_seed4
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1307,0.8297,5.543521e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E2.20MeV_seed5
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1307,0.8305,5.58609e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E2.20MeV_seed6
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.131,0.8309,5.504343e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E2.20MeV_seed7
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1306,0.8294,5.374161e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E2.20MeV_seed8
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1304,0.8288,5.406832e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E2.20MeV_seed9
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1307,0.8278,5.458334e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E2.72MeV_seed1
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1304,0.8287,5.435772e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E2.72MeV_seed10
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.131,0.8275,5.43852e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E2.72MeV_seed2
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1309,0.8287,5.515306e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E2.72MeV_seed3
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1308,0.8295,5.502418e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E2.72MeV_seed4
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1307,0.8296,5.556823e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E2.72MeV_seed5
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1306,0.8303,5.610602e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E2.72MeV_seed6
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1307,0.8303,5.532966e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E2.72MeV_seed7
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1308,0.83,5.433331e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E2.72MeV_seed8
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1304,0.8285,5.394995e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E2.72MeV_seed9
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1309,0.8274,5.42105e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E3.30MeV_seed1
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1302,0.8278,5.417333e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E3.30MeV_seed10
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1308,0.8268,5.447424e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E3.30MeV_seed2
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1309,0.8282,5.489887e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E3.30MeV_seed3
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1307,0.8295,5.511483e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E3.30MeV_seed4
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1307,0.8293,5.558014e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E3.30MeV_seed5
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1307,0.8307,5.578885e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E3.30MeV_seed6
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1309,0.8308,5.509723e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E3.30MeV_seed7
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1308,0.8297,5.410128e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E3.30MeV_seed8
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1303,0.8284,5.385788e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E3.30MeV_seed9
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1304,0.8264,5.416464e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E4.00MeV_seed1
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1303,0.8289,5.439629e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E4.00MeV_seed10
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1309,0.827,5.442001e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E4.00MeV_seed2
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1311,0.829,5.463258e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E4.00MeV_seed3
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1307,0.8294,5.524155e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E4.00MeV_seed4
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1308,0.8299,5.590156e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E4.00MeV_seed5
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1307,0.8307,5.56381e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E4.00MeV_seed6
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1308,0.8301,5.482972e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E4.00MeV_seed7
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1307,0.8297,5.430803e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E4.00MeV_seed8
14,2.33,28.09,5e+22,4e-05,100,2.2,1000000,2.1588,0.0045,0.1306,0.829,5.423573e-06,0.04120000000000035,4000.0000000000005,Result_Z14_T4.00e-5_N1000000_E4.00MeV_seed9
14,2.33,28.09,5e+22,0.0005,1000,2.2,1000000,1.2244,0.031,1.6888,3.2016,0.0001066506,0.9756000000000002,50000.0,Result_Z14_T5.00e-4_N1000000_E1.54MeV_seed1
14,2.33,28.09,5e+22,0.0005,1000,2.2,1000000,1.2244,0.0309,1.6912,3.2025,0.0001062761,0.9756000000000002,50000.0,Result_Z14_T5.00e-4_N1000000_E1.54MeV_seed10
14,2.33,28.09,5e+22,0.0005,1000,2.2,1000000,1.2244,0.031,1.6899,3.2014,0.0001066989,0.9756000000000002,50000.0,Result_Z14_T5.00e-4_N1000000_E1.54MeV_seed2
14,2.33,28.09,5e+22,0.0005,1000,2.2,1000000,1.2244,0.031,1.69,3.2003,0.000106985,0.9756000000000002,50000.0,Result_Z14_T5.00e-4_N1000000_E1.54MeV_seed3
14,2.33,28.09,5e+22,0.0005,1000,2.2,1000000,1.2244,0.031,1.6914,3.2017,0.0001073637,0.9756000000000002,50000.0,Result_Z14_T5.00e-4_N1000000_E1.54MeV_seed4
14,2.33,28.09,5e+22,0.0005,1000,2.2,1000000,1.2244,0.031,1.692,3.2032,0.0001072245,0.9756000000000002,50000.0,Result_Z14_T5.00e-4_N1000000_E1.54MeV_seed5
14,2.33,28.09,5e+22,0.0005,1000,2.2,1000000,1.2245,0.031,1.6915,3.2049,0.0001068159,0.9755000000000003,50000.0,Result_Z14_T5.00e-4_N1000000_E1.54MeV_seed6
14,2.33,28.09,5e+22,0.0005,1000,2.2,1000000,1.2245,0.031,1.6925,3.2043,0.0001069574,0.9755000000000003,50000.0,Result_Z14_T5.00e-4_N1000000_E1.54MeV_seed7
14,2.33,28.09,5e+22,0.0005,1000,2.2,1000000,1.2245,0.031,1.6931,3.2045,0.0001068658,0.9755000000000003,50000.0,Result_Z14_T5.00e-4_N1000000_E1.54MeV_seed8
14,2.33,28.09,5e+22,0.0005,1000,2.2,1000000,1.2245,0.031,1.6921,3.2043,0.0001067407,0.9755000000000003,50000.0,Result_Z14_T5.00e-4_N1000000_E1.54MeV_seed9
14,2.33,28.09,5e+22,0.0005,1000,2.2,1000000,1.2244,0.031,1.6882,3.2017,0.0001066912,0.9756000000000002,50000.0,Result_Z14_T5.00e-4_N1000000_E2.20MeV_seed1
14,2.33,28.09,5e+22,0.0005,1000,2.2,1000000,1.2245,0.0309,1.6912,3.2022,0.0001061627,0.9755000000000003,50000.0,Result_Z14_T5.00e-4_N1000000_E2.20MeV_seed10
14,2.33,28.09,5e+22,0.0005,1000,2.2,1000000,1.2244,0.031,1.69,3.2026,0.0001069515,0.9756000000000002,50000.0,Result_Z14_T5.00e-4_N1000000_E2.20MeV_seed2
14,2.33,28.09,5e+22,0.0005,1000,2.2,1000000,1.2244,0.031,1.6902,3.201,0.0001070359,0.9756000000000002,50000.0,Result_Z14_T5.00e-4_N1000000_E2.20MeV_seed3
14,2.33,28.09,5e+22,0.0005,1000,2.2,1000000,1.2244,0.031,1.6919,3.2033,0.0001072913,0.9756000000000002,50000.0,Result_Z14_T5.00e-4_N1000000_E2.20MeV_seed4
14,2.33,28.09,5e+22,0.0005,1000,2.2,1000000,1.2245,0.031,1.6928,3.2018,0.0001069166,0.9755000000000003,50000.0,Result_Z14_T5.00e-4_N1000000_E2.20MeV_seed5
14,2.33,28.09,5e+22,0.0005,1000,2.2,1000000,1.2245,0.031,1.6916,3.2066,0.0001067562,0.9755000000000003,50000.0,Result_Z14_T5.00e-4_N1000000_E2.20MeV_seed6
14,2.33,28.09,5e+22,0.0005,1000,2.2,1000000,1.2245,0.031,1.6923,3.2042,0.0001067959,0.9755000000000003,50000.0,Result_Z14_T5.00e-4_N1000000_E2.20MeV_seed7
14,2.33,28.09,5e+22,0.0005,1000,2.2,1000000,1.2245,0.031,1.693,3.2042,0.000106726,0.9755000000000003,50000.0,Result_Z14_T5.00e-4_N1000000_E2.20MeV_seed8
14,2.33,28.09,5e+22,0.0005,1000,2.2,1000000,1.2245,0.031,1.692,3.2038,0.000106862,0.9755000000000003,50000.0,Result_Z14_T5.00e-4_N1000000_E2.20MeV_seed9
14,2.33,28.09,5e+22,0.0005,1000,2.2,1000000,1.2244,0.031,1.6893,3.2017,0.0001067052,0.9756000000000002,50000.0,Result_Z14_T5.00e-4_N1000000_E2.72MeV_seed1
14,2.33,28.09,5e+22,0.0005,1000,2.2,1000000,1.2245,0.0309,1.6917,3.2023,0.000106196,0.9755000000000003,50000.0,Result_Z14_T5.00e-4_N1000000_E2.72MeV_seed10
14,2.33,28.09,5e+22,0.0005,1000,2.2,1000000,1.2244,0.031,1.6899,3.2017,0.0001067789,0.9756000000000002,50000.0,Result_Z14_T5.00e-4_N1000000_E2.72MeV_seed2
14,2.33,28.09,5e+22,0.0005,1000,2.2,1000000,1.2244,0.031,1.6902,3.201,0.0001071333,0.9756000000000002,50000.0,Result_Z14_T5.00e-4_N1000000_E2.72MeV_seed3
14,2.33,28.09,5e+22,0.0005,1000,2.2,1000000,1.2244,0.031,1.6921,3.2032,0.0001072422,0.9756000000000002,50000.0,Result_Z14_T5.00e-4_N1000000_E2.72MeV_seed4
14,2.33,28.09,5e+22,0.0005,1000,2.2,1000000,1.2245,0.031,1.6919,3.2025,0.0001068813,0.9755000000000003,50000.0,Result_Z14_T5.00e-4_N1000000_E2.72MeV_seed5
14,2.33,28.09,5e+22,0.0005,1000,2.2,1000000,1.2245,0.031,1.6916,3.2065,0.0001069253,0.9755000000000003,50000.0,Result_Z14_T5.00e-4_N1000000_E2.72MeV_seed6
14,2.33,28.09,5e+22,0.0005,1000,2.2,1000000,1.2245,0.031,1.6922,3.2035,0.0001067878,0.9755000000000003,50000.0,Result_Z14_T5.00e-4_N1000000_E2.72MeV_seed7
14,2.33,28.09,5e+22,0.0005,1000,2.2,1000000,1.2245,0.031,1.6933,3.2041,0.0001066665,0.9755000000000003,50000.0,Result_Z14_T5.00e-4_N1000000_E2.72MeV_seed8
14,2.33,28.09,5e+22,0.0005,1000,2.2,1000000,1.2245,0.031,1.6918,3.2037,0.0001067062,0.9755000000000003,50000.0,Result_Z14_T5.00e-4_N1000000_E2.72MeV_seed9
14,2.33,28.09,5e+22,0.0005,1000,2.2,1000000,1.2244,0.031,1.689,3.2018,0.0001067137,0.9756000000000002,50000.0,Result_Z14_T5.00e-4_N1000000_E3.30MeV_seed1
14,2.33,28.09,5e+22,0.0005,1000,2.2,1000000,1.2244,0.0309,1.691,3.2017,0.0001061386,0.9756000000000002,50000.0,Result_Z14_T5.00e-4_N1000000_E3.30MeV_seed10
14,2.33,28.09,5e+22,0.0005,1000,2.2,1000000,1.2244,0.031,1.69,3.201,0.0001067918,0.9756000000000002,50000.0,Result_Z14_T5.00e-4_N1000000_E3.30MeV_seed2
14,2.33,28.09,5e+22,0.0005,1000,2.2,1000000,1.2244,0.031,1.6897,3.2004,0.0001070766,0.9756000000000002,50000.0,Result_Z14_T5.00e-4_N1000000_E3.30MeV_seed3
14,2.33,28.09,5e+22,0.0005,1000,2.2,1000000,1.2244,0.031,1.6923,3.2027,0.0001072592,0.9756000000000002,50000.0,Result_Z14_T5.00e-4_N1000000_E3.30MeV_seed4
14,2.33,28.09,5e+22,0.0005,1000,2.2,1000000,1.2245,0.031,1.6922,3.2031,0.0001069935,0.9755000000000003,50000.0,Result_Z14_T5.00e-4_N1000000_E3.30MeV_seed5
14,2.33,28.09,5e+22,0.0005,1000,2.2,1000000,1.2245,0.031,1.6912,3.206,0.0001068827,0.9755000000000003,50000.0,Result_Z14_T5.00e-4_N1000000_E3.30MeV_seed6
