Z,density,A,n_atom,thickness_cm,N_layers,E0_MeV,N_particles,mean_final_energy_MeV,std_final_energy_MeV,mean_angle_deg,std_angle_deg,backscatter_prob,energy_loss_MeV,thickness_A,folder
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3721,1.3784,1.576404e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E1.54MeV_seed1
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3733,1.38,1.560957e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E1.54MeV_seed10
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3734,1.3794,1.577511e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E1.54MeV_seed2
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3731,1.3797,1.574768e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E1.54MeV_seed3
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3733,1.3803,1.57263e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E1.54MeV_seed4
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3743,1.3828,1.580304e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E1.54MeV_seed5
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3741,1.3834,1.584174e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E1.54MeV_seed6
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3748,1.3827,1.56298e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E1.54MeV_seed7
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3747,1.3804,1.549655e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E1.54MeV_seed8
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3738,1.3803,1.551354e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E1.54MeV_seed9
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.372,1.3779,1.569073e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E2.20MeV_seed1
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3735,1.3801,1.553695e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E2.20MeV_seed10
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3734,1.3797,1.579131e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E2.20MeV_seed2
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3732,1.3799,1.587532e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E2.20MeV_seed3
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3734,1.3805,1.581519e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E2.20MeV_seed4
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3742,1.3826,1.582119e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E2.20MeV_seed5
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3745,1.3829,1.58773e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E2.20MeV_seed6
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3747,1.3821,1.568755e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E2.20MeV_seed7
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3747,1.3803,1.551094e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E2.20MeV_seed8
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3738,1.3798,1.55196e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E2.20MeV_seed9
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3721,1.3781,1.575309e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E2.72MeV_seed1
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3735,1.38,1.555935e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E2.72MeV_seed10
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3737,1.3802,1.583591e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E2.72MeV_seed2
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3736,1.3798,1.578985e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E2.72MeV_seed3
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3733,1.3806,1.577374e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E2.72MeV_seed4
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3742,1.3829,1.582485e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E2.72MeV_seed5
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3741,1.3825,1.587001e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E2.72MeV_seed6
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3747,1.3822,1.569117e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E2.72MeV_seed7
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3746,1.3805,1.550885e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E2.72MeV_seed8
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3737,1.3803,1.552863e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E2.72MeV_seed9
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.372,1.378,1.574694e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E3.30MeV_seed1
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3734,1.3798,1.556533e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E3.30MeV_seed10
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3731,1.3791,1.576726e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E3.30MeV_seed2
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3731,1.3804,1.572601e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E3.30MeV_seed3
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3739,1.3823,1.575435e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E3.30MeV_seed4
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3746,1.3827,1.580802e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E3.30MeV_seed5
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3739,1.3829,1.586566e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E3.30MeV_seed6
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3747,1.3821,1.567298e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E3.30MeV_seed7
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3748,1.3808,1.543271e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E3.30MeV_seed8
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.374,1.3802,1.54738e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E3.30MeV_seed9
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3722,1.3786,1.572964e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E4.00MeV_seed1
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3732,1.3799,1.553929e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E4.00MeV_seed10
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3735,1.3802,1.580271e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E4.00MeV_seed2
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3734,1.3802,1.585325e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E4.00MeV_seed3
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3735,1.3805,1.579347e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E4.00MeV_seed4
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3743,1.3823,1.576692e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E4.00MeV_seed5
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3738,1.3818,1.575364e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E4.00MeV_seed6
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3746,1.3821,1.565844e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E4.00MeV_seed7
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3744,1.3809,1.555351e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E4.00MeV_seed8
13,2.7,26.98,6.03e+22,0.0001,200,2.2,1000000,1.9303,0.009,0.3736,1.3794,1.549316e-05,0.2697000000000003,10000.0,Result_Z13_T1.00e-4_N1000000_E4.00MeV_seed9
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7624,2.0224,3.633193e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E1.54MeV_seed1
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7643,2.0282,3.656795e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E1.54MeV_seed10
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7642,2.0252,3.648522e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E1.54MeV_seed2
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7651,2.0264,3.65131e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E1.54MeV_seed3
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7651,2.0273,3.686732e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E1.54MeV_seed4
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7664,2.0295,3.677911e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E1.54MeV_seed5
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7657,2.0297,3.686823e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E1.54MeV_seed6
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7663,2.0294,3.67823e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E1.54MeV_seed7
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7667,2.0295,3.650965e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E1.54MeV_seed8
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7645,2.0291,3.658649e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E1.54MeV_seed9
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7631,2.0228,3.627683e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E2.20MeV_seed1
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7645,2.0283,3.646946e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E2.20MeV_seed10
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7642,2.0247,3.644091e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E2.20MeV_seed2
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7647,2.0262,3.649587e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E2.20MeV_seed3
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7654,2.0283,3.670844e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E2.20MeV_seed4
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7666,2.0289,3.677979e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E2.20MeV_seed5
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7655,2.0294,3.690439e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E2.20MeV_seed6
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7667,2.0298,3.68687e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E2.20MeV_seed7
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7664,2.0283,3.653299e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E2.20MeV_seed8
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7646,2.0286,3.665609e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E2.20MeV_seed9
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7636,2.0236,3.631935e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E2.72MeV_seed1
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.764,2.0272,3.647544e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E2.72MeV_seed10
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7639,2.0239,3.638485e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E2.72MeV_seed2
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7655,2.0263,3.654223e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E2.72MeV_seed3
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7655,2.0282,3.673148e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E2.72MeV_seed4
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7655,2.0281,3.682087e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E2.72MeV_seed5
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7667,2.0305,3.696864e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E2.72MeV_seed6
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7663,2.0297,3.688379e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E2.72MeV_seed7
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7666,2.0291,3.657986e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E2.72MeV_seed8
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7652,2.029,3.661667e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E2.72MeV_seed9
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.763,2.0228,3.626984e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E3.30MeV_seed1
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7647,2.028,3.648241e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E3.30MeV_seed10
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7642,2.024,3.64611e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E3.30MeV_seed2
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7651,2.0267,3.656341e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E3.30MeV_seed3
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7659,2.0284,3.681862e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E3.30MeV_seed4
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7658,2.0292,3.673334e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E3.30MeV_seed5
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7659,2.029,3.687008e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E3.30MeV_seed6
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7661,2.03,3.685344e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E3.30MeV_seed7
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7665,2.0291,3.659834e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E3.30MeV_seed8
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7652,2.0295,3.666923e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E3.30MeV_seed9
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7631,2.0229,3.635518e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E4.00MeV_seed1
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7641,2.0282,3.654095e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E4.00MeV_seed10
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7641,2.0244,3.647392e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E4.00MeV_seed2
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7649,2.0258,3.659395e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E4.00MeV_seed3
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7647,2.0278,3.668175e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E4.00MeV_seed4
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7661,2.0296,3.672415e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E4.00MeV_seed5
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7661,2.0302,3.695109e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E4.00MeV_seed6
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7666,2.03,3.686722e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E4.00MeV_seed7
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7671,2.0291,3.654012e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E4.00MeV_seed8
13,2.7,26.98,6.03e+22,0.0002,400,2.2,1000000,1.6487,0.0131,0.7644,2.0289,3.665608e-05,0.5513000000000001,20000.0,Result_Z13_T2.00e-4_N1000000_E4.00MeV_seed9
13,2.7,26.98,6.03e+22,0.0003,200,2.2,1000000,1.3567,0.0167,1.1955,2.6121,6.588088e-05,0.8433000000000002,29999.999999999996,Result_Z13_T3.00e-4_N1000000_E1.54MeV_seed1
13,2.7,26.98,6.03e+22,0.0003,200,2.2,1000000,1.3567,0.0167,1.1959,2.6097,6.557778e-05,0.8433000000000002,29999.999999999996,Result_Z13_T3.00e-4_N1000000_E1.54MeV_seed10
13,2.7,26.98,6.03e+22,0.0003,200,2.2,1000000,1.3567,0.0167,1.1961,2.6126,6.589138e-05,0.8433000000000002,29999.999999999996,Result_Z13_T3.00e-4_N1000000_E1.54MeV_seed2
13,2.7,26.98,6.03e+22,0.0003,200,2.2,1000000,1.3567,0.0167,1.1958,2.6146,6.630971e-05,0.8433000000000002,29999.999999999996,Result_Z13_T3.00e-4_N1000000_E1.54MeV_seed3
13,2.7,26.98,6.03e+22,0.0003,200,2.2,1000000,1.3567,0.0167,1.1967,2.6159,6.664554e-05,0.8433000000000002,29999.999999999996,Result_Z13_T3.00e-4_N1000000_E1.54MeV_seed4
13,2.7,26.98,6.03e+22,0.0003,200,2.2,1000000,1.3568,0.0167,1.1969,2.6138,6.620911e-05,0.8432000000000002,29999.999999999996,Result_Z13_T3.00e-4_N1000000_E1.54MeV_seed5
13,2.7,26.98,6.03e+22,0.0003,200,2.2,1000000,1.3568,0.0167,1.1964,2.6132,6.655221e-05,0.8432000000000002,29999.999999999996,Result_Z13_T3.00e-4_N1000000_E1.54MeV_seed6
13,2.7,26.98,6.03e+22,0.0003,200,2.2,1000000,1.3567,0.0167,1.1965,2.6109,6.634763e-05,0.8433000000000002,29999.999999999996,Result_Z13_T3.00e-4_N1000000_E1.54MeV_seed7
13,2.7,26.98,6.03e+22,0.0003,200,2.2,1000000,1.3567,0.0167,1.1971,2.6124,6.61575e-05,0.8433000000000002,29999.999999999996,Result_Z13_T3.00e-4_N1000000_E1.54MeV_seed8
13,2.7,26.98,6.03e+22,0.0003,200,2.2,1000000,1.3567,0.0167,1.196,2.6113,6.5916e-05,0.8433000000000002,29999.999999999996,Result_Z13_T3.00e-4_N1000000_E1.54MeV_seed9
13,2.7,26.98,6.03e+22,0.0003,200,2.2,1000000,1.3568,0.0167,1.195,2.612,6.588573e-05,0.8432000000000002,29999.999999999996,Result_Z13_T3.00e-4_N1000000_E2.20MeV_seed1
13,2.7,26.98,6.03e+22,0.0003,200,2.2,1000000,1.3567,0.0167,1.1955,2.6102,6.547441e-05,0.8433000000000002,29999.999999999996,Result_Z13_T3.00e-4_N1000000_E2.20MeV_seed10
13,2.7,26.98,6.03e+22,0.0003,200,2.2,1000000,1.3567,0.0167,1.1958,2.6118,6.579097e-05,0.8433000000000002,29999.999999999996,Result_Z13_T3.00e-4_N1000000_E2.20MeV_seed2
13,2.7,26.98,6.03e+22,0.0003,200,2.2,1000000,1.3567,0.0167,1.1952,2.6112,6.613203e-05,0.8433000000000002,29999.999999999996,Result_Z13_T3.00e-4_N1000000_E2.20MeV_seed3
13,2.7,26.98,6.03e+22,0.0003,200,2.2,1000000,1.3567,0.0167,1.1967,2.6151,6.65256e-05,0.8433000000000002,29999.999999999996,Result_Z13_T3.00e-4_N1000000_E2.20MeV_seed4
13,2.7,26.98,6.03e+22,0.0003,200,2.2,1000000,1.3567,0.0167,1.1973,2.615,6.65185e-05,0.8433000000000002,29999.999999999996,Result_Z13_T3.00e-4_N1000000_E2.20MeV_seed5
13,2.7,26.98,6.03e+22,0.0003,200,2.2,1000000,1.3568,0.0167,1.196,2.6132,6.649166e-05,0.8432000000000002,29999.999999999996,Result_Z13_T3.00e-4_N1000000_E2.20MeV_seed6
13,2.7,26.98,6.03e+22,0.0003,200,2.2,1000000,1.3567,0.0167,1.1957,2.611,6.601687e-05,0.8433000000000002,29999.999999999996,Result_Z13_T3.00e-4_N1000000_E2.20MeV_seed7
13,2.7,26.98,6.03e+22,0.0003,200,2.2,1000000,1.3567,0.0167,1.1961,2.6112,6.587214e-05,0.8433000000000002,29999.999999999996,Result_Z13_T3.00e-4_N1000000_E2.20MeV_seed8
13,2.7,26.98,6.03e+22,0.0003,200,2.2,1000000,1.3567,0.0167,1.1965,2.6122,6.59713e-05,0.8433000000000002,29999.999999999996,Result_Z13_T3.00e-4_N1000000_E2.20MeV_seed9
13,2.7,26.98,6.03e+22,0.0003,200,2.2,1000000,1.3567,0.0167,1.1952,2.6129,6.589852e-05,0.8433000000000002,29999.999999999996,Result_Z13_T3.00e-4_N1000000_E2.72MeV_seed1
13,2.7,26.98,6.03e+22,0.0003,200,2.2,1000000,1.3567,0.0167,1.1957,2.6099,6.565303e-05,0.8433000000000002,29999.999999999996,Result_Z13_T3.00e-4_N1000000_E2.72MeV_seed10
13,2.7,26.98,6.03e+22,0.0003,200,2.2,1000000,1.3567,0.0167,1.1954,2.6113,6.586205e-05,0.8433000000000002,29999.999999999996,Result_Z13_T3.00e-4_N1000000_E2.72MeV_seed2
13,2.7,26.98,6.03e+22,0.0003,200,2.2,1000000,1.3567,0.0167,1.1965,2.6142,6.631044e-05,0.8433000000000002,29999.999999999996,Result_Z13_T3.00e-4_N1000000_E2.72MeV_seed3
13,2.7,26.98,6.03e+22,0.0003,200,2.2,1000000,1.3567,0.0167,1.1968,2.614,6.643234e-05,0.8433000000000002,29999.999999999996,Result_Z13_T3.00e-4_N1000000_E2.72MeV_seed4
13,2.7,26.98,6.03e+22,0.0003,200,2.2,1000000,1.3567,0.0167,1.1977,2.6162,6.648402e-05,0.8433000000000002,29999.999999999996,Result_Z13_T3.00e-4_N1000000_E2.72MeV_seed5
13,2.7,26.98,6.03e+22,0.0003,200,2.2,1000000,1.3568,0.0167,1.1971,2.6149,6.654916e-05,0.8432000000000002,29999.999999999996,Result_Z13_T3.00e-4_N1000000_E2.72MeV_seed6
13,2.7,26.98,6.03e+22,0.0003,200,2.2,1000000,1.3567,0.0167,1.1968,2.6112,6.62975e-05,0.8433000000000002,29999.999999999996,Result_Z13_T3.00e-4_N1000000_E2.72MeV_seed7
13,2.7,26.98,6.03e+22,0.0003,200,2.2,1000000,1.3567,0.0167,1.1974,2.612,6.600696e-05,0.8433000000000002,29999.999999999996,Result_Z13_T3.00e-4_N1000000_E2.72MeV_seed8
13,2.7,26.98,6.03e+22,0.0003,200,2.2,1000000,1.3567,0.0167,1.1952,2.6104,6.573463e-05,0.8433000000000002,29999.999999999996,Result_Z13_T3.00e-4_N1000000_E2.72MeV_seed9
