particle_id,final_energy_MeV,scattering_angle_deg,backscattered,dir_x,dir_y,dir_z,total_areal_density
1,5.1144,6.31,0,0.993946,0.047018,-0.099301,1.32e+019
2,5.0975,1.89,0,0.999453,0.022891,-0.023849,1.32e+019
3,5.1090,3.94,0,0.997635,0.013587,-0.067375,1.32e+019
4,5.1331,5.54,0,0.995337,-0.095835,0.010928,1.32e+019
5,5.1262,5.85,0,0.994799,0.028300,0.097847,1.32e+019
6,5.1207,2.89,0,0.998729,0.050383,-0.001089,1.32e+019
7,5.1412,2.64,0,0.998941,-0.040858,0.021175,1.32e+019
8,5.1383,5.94,0,0.994633,-0.097637,0.034241,1.32e+019
9,5.1373,6.05,0,0.994432,0.104211,0.015639,1.32e+019
10,5.1213,1.00,0,0.999846,-0.017080,0.003944,1.32e+019
11,5.1847,4.63,0,0.996741,-0.015919,-0.079083,1.32e+019
12,5.1440,4.65,0,0.996705,0.033990,0.073645,1.32e+019
13,5.1404,2.63,0,0.998944,-0.034553,-0.030282,1.32e+019
14,5.1283,4.05,0,0.997505,-0.046535,-0.053092,1.32e+019
15,5.1647,1.86,0,0.999472,0.022019,-0.023907,1.32e+019
16,5.1196,4.73,0,0.996597,-0.081020,-0.015201,1.32e+019
17,5.1537,1.73,0,0.999542,-0.025868,-0.015700,1.32e+019
18,5.1515,6.12,0,0.994294,-0.104772,0.020073,1.32e+019
19,5.1303,1.86,0,0.999474,0.005651,0.031935,1.32e+019
20,5.1384,5.41,0,0.995552,0.071221,0.061670,1.32e+019
21,5.1313,3.86,0,0.997734,-0.035701,0.057026,1.32e+019
22,5.1250,5.27,0,0.995776,0.087365,0.028228,1.32e+019
23,5.1337,6.06,0,0.994419,-0.049856,-0.092982,1.32e+019
24,5.1344,5.73,0,0.995010,-0.044673,-0.089216,1.32e+019
25,5.1542,1.39,0,0.999707,0.017716,-0.016487,1.32e+019
26,5.1117,0.48,0,0.999964,0.004466,0.007177,1.32e+019
27,5.1037,2.83,0,0.998784,0.049144,0.003819,1.32e+019
28,5.1182,0.72,0,0.999922,-0.000645,-0.012494,1.32e+019
29,5.0870,4.33,0,0.997144,0.069984,0.028380,1.32e+019
30,5.1697,5.26,0,0.995787,0.091608,-0.003994,1.32e+019
31,5.1499,5.91,0,0.994681,0.102994,0.001318,1.32e+019
32,5.1200,2.07,0,0.999345,0.033710,-0.013178,1.32e+019
33,5.1521,4.47,0,0.996955,-0.045749,0.063149,1.32e+019
34,5.1331,3.19,0,0.998450,-0.022978,-0.050691,1.32e+019
35,5.1188,4.39,0,0.997069,0.074671,-0.016687,1.32e+019
36,5.0971,3.50,0,0.998132,0.058374,-0.018024,1.32e+019
37,5.1386,4.32,0,0.997164,-0.067726,0.032830,1.32e+019
38,5.1352,3.15,0,0.998490,-0.000180,-0.054926,1.32e+019
39,5.1111,2.90,0,0.998718,0.050521,0.003018,1.32e+019
40,5.1652,4.76,0,0.996548,0.003378,-0.082954,1.32e+019
41,5.1263,5.67,0,0.995107,0.039457,0.090583,1.32e+019
42,5.0971,5.15,0,0.995958,-0.066023,-0.060906,1.32e+019
43,5.1594,9.06,0,0.987520,0.058647,-0.146167,1.32e+019
44,5.1090,5.13,0,0.995997,0.071035,0.054252,1.32e+019
45,5.1158,10.12,0,0.984434,-0.085611,-0.153491,1.32e+019
46,5.1445,2.63,0,0.998946,0.036387,0.027966,1.32e+019
47,5.1636,2.96,0,0.998667,0.041483,-0.030719,1.32e+019
48,5.1772,4.62,0,0.996751,-0.005153,0.080380,1.32e+019
49,5.1812,2.08,0,0.999341,0.005789,-0.035847,1.32e+019
50,5.1176,2.79,0,0.998818,-0.010028,-0.047557,1.32e+019
51,5.1039,9.34,0,0.986735,0.162337,-0.000787,1.32e+019
52,5.1280,7.69,0,0.991000,0.133636,0.007705,1.32e+019
53,5.1030,6.57,0,0.993428,0.103613,-0.048631,1.32e+019
54,5.1451,3.78,0,0.997826,-0.045195,-0.047967,1.32e+019
55,5.1615,2.61,0,0.998966,-0.010515,-0.044227,1.32e+019
56,5.1187,2.68,0,0.998909,0.043767,-0.016313,1.32e+019
57,5.1508,1.37,0,0.999712,-0.004763,-0.023507,1.32e+019
58,5.1599,1.07,0,0.999826,0.016065,-0.009467,1.32e+019
59,5.1619,2.24,0,0.999235,-0.037173,0.012155,1.32e+019
60,5.1453,2.65,0,0.998934,0.002970,-0.046075,1.32e+019
61,5.1121,5.39,0,0.995576,-0.086693,-0.036244,1.32e+019
62,5.1327,3.28,0,0.998361,0.056747,-0.007400,1.32e+019
63,5.1220,5.71,0,0.995043,0.060969,-0.078568,1.32e+019
64,5.1635,1.21,0,0.999777,-0.000385,0.021117,1.32e+019
65,5.1485,7.77,0,0.990820,0.120424,-0.061430,1.32e+019
66,5.1268,1.62,0,0.999600,-0.010550,0.026245,1.32e+019
67,5.1419,1.96,0,0.999413,0.020222,-0.027641,1.32e+019
68,5.1289,3.39,0,0.998247,0.025712,0.053310,1.32e+019
69,5.1378,2.15,0,0.999298,-0.027801,-0.025112,1.32e+019
70,5.1465,1.57,0,0.999626,-0.011840,0.024666,1.32e+019
71,5.1254,2.65,0,0.998929,0.043836,-0.014809,1.32e+019
72,5.1691,5.57,0,0.995274,-0.017107,-0.095592,1.32e+019
73,5.1199,3.66,0,0.997963,0.029882,0.056359,1.32e+019
74,5.1143,4.67,0,0.996680,-0.012765,-0.080414,1.32e+019
75,5.1333,3.25,0,0.998397,-0.053705,0.017893,1.32e+019
76,5.1087,1.81,0,0.999500,0.030909,0.006632,1.32e+019
77,5.1324,1.59,0,0.999616,0.027636,-0.001875,1.32e+019
78,5.1353,7.78,0,0.990799,0.120420,-0.061782,1.32e+019
79,5.1579,1.55,0,0.999635,-0.017194,0.020816,1.32e+019
80,5.1447,2.58,0,0.998990,-0.004929,-0.044665,1.32e+019
81,5.1246,2.07,0,0.999345,0.031190,0.018336,1.32e+019
82,5.1476,2.51,0,0.999041,-0.042019,0.012303,1.32e+019
83,5.1533,2.20,0,0.999262,0.033548,-0.018682,1.32e+019
84,5.0957,4.65,0,0.996704,0.007888,0.080744,1.32e+019
85,5.1636,1.07,0,0.999825,0.012440,-0.013965,1.32e+019
86,5.1502,1.78,0,0.999515,0.009399,-0.029693,1.32e+019
87,5.1352,4.16,0,0.997362,-0.028672,-0.066683,1.32e+019
88,5.1342,1.34,0,0.999727,-0.001258,0.023348,1.32e+019
89,5.1144,4.71,0,0.996630,0.001874,0.082006,1.32e+019
90,5.1138,1.19,0,0.999783,-0.000407,0.020834,1.32e+019
91,5.1525,1.53,0,0.999644,0.010272,0.024645,1.32e+019
92,5.1544,4.96,0,0.996250,-0.002664,0.086486,1.32e+019
93,5.1410,12.13,0,0.977662,0.158557,0.137974,1.32e+019
94,5.1206,6.33,0,0.993906,-0.078210,0.077675,1.32e+019
95,5.1242,3.16,0,0.998479,-0.044249,-0.032901,1.32e+019
96,5.1235,3.41,0,0.998230,0.037221,-0.046380,1.32e+019
97,5.1681,26.17,0,0.897500,0.216174,0.384398,1.32e+019
98,5.1178,3.07,0,0.998561,-0.007541,0.053086,1.32e+019
99,5.1307,9.20,0,0.987127,0.060845,-0.147913,1.32e+019
100,5.0983,3.69,0,0.997930,0.038307,0.051650,1.32e+019
101,5.1087,8.91,0,0.987927,-0.057551,0.143836,1.32e+019
102,5.1505,2.76,0,0.998843,-0.011475,0.046696,1.32e+019
103,5.1255,3.85,0,0.997744,0.050471,0.044260,1.32e+019
104,5.1306,5.65,0,0.995138,0.067189,0.072009,1.32e+019
105,5.1744,5.68,0,0.995092,0.087319,0.046563,1.32e+019
106,5.1346,5.55,0,0.995317,0.066378,-0.070277,1.32e+019
107,5.1230,1.63,0,0.999596,0.028352,-0.002158,1.32e+019
108,5.1859,3.24,0,0.998404,-0.032973,-0.045851,1.32e+019
109,5.1615,3.07,0,0.998568,-0.046034,0.027245,1.32e+019
110,5.1853,5.95,0,0.994611,0.099669,-0.028558,1.32e+019
111,5.1271,8.65,0,0.988629,-0.140412,-0.053830,1.32e+019
112,5.1158,3.15,0,0.998490,-0.049256,0.024325,1.32e+019
113,5.1676,6.70,0,0.993161,-0.061856,0.099025,1.32e+019
114,5.1309,2.56,0,0.999004,-0.004654,0.044369,1.32e+019
115,5.1276,0.82,0,0.999897,-0.009874,0.010395,1.32e+019
116,5.0770,3.43,0,0.998211,0.013468,0.058259,1.32e+019
117,5.1726,5.12,0,0.996013,0.065697,0.060344,1.32e+019
118,5.1223,2.87,0,0.998748,-0.013683,0.048120,1.32e+019
119,5.1406,2.57,0,0.998994,-0.031750,0.031655,1.32e+019
120,5.1073,8.59,0,0.988780,0.071998,-0.130881,1.32e+019
121,5.1121,8.09,0,0.990049,-0.140646,-0.004713,1.32e+019
122,5.1091,0.63,0,0.999939,-0.009064,0.006350,1.32e+019
123,5.1141,5.82,0,0.994845,-0.085859,-0.053951,1.32e+019
124,5.1703,6.74,0,0.993086,0.028466,-0.113883,1.32e+019
125,5.1151,5.54,0,0.995326,0.093647,-0.023599,1.32e+019
126,5.1446,1.22,0,0.999773,-0.011920,-0.017670,1.32e+019
127,5.1493,3.27,0,0.998372,-0.047432,-0.031689,1.32e+019
128,5.1153,5.65,0,0.995136,-0.058613,0.079171,1.32e+019
129,5.1118,3.96,0,0.997613,-0.062892,0.028526,1.32e+019
130,5.1371,9.11,0,0.987389,-0.104259,0.119132,1.32e+019
131,5.1464,5.51,0,0.995375,0.084079,-0.046479,1.32e+019
132,5.0967,2.33,0,0.999171,-0.008558,-0.039789,1.32e+019
133,5.1337,0.77,0,0.999910,0.012587,-0.004546,1.32e+019
134,5.1469,3.15,0,0.998485,-0.001180,-0.055019,1.32e+019
135,5.1461,5.64,0,0.995158,-0.022076,0.095780,1.32e+019
136,5.1100,2.21,0,0.999257,0.005580,-0.038136,1.32e+019
137,5.1071,5.83,0,0.994820,-0.010887,-0.101071,1.32e+019
138,5.1468,6.02,0,0.994484,0.057361,0.087817,1.32e+019
139,5.1444,10.56,0,0.983078,-0.021724,-0.181894,1.32e+019
140,5.1041,4.45,0,0.996984,0.076977,-0.009902,1.32e+019
141,5.0904,2.91,0,0.998712,0.047181,-0.018688,1.32e+019
142,5.1208,3.46,0,0.998174,0.051141,-0.032132,1.32e+019
143,5.1188,10.47,0,0.983335,-0.179380,-0.029588,1.32e+019
144,5.1126,3.21,0,0.998434,0.048101,-0.028550,1.32e+019
145,5.1574,4.30,0,0.997188,0.017827,0.072793,1.32e+019
146,5.1496,1.31,0,0.999739,0.022830,0.000380,1.32e+019
147,5.1487,7.93,0,0.990438,0.072931,-0.117108,1.32e+019
148,5.1557,3.65,0,0.997971,-0.062997,-0.009281,1.32e+019
149,5.1040,7.68,0,0.991029,0.025785,0.131134,1.32e+019
150,5.0940,3.71,0,0.997905,0.063751,0.011001,1.32e+019
151,5.1513,3.68,0,0.997938,0.062219,-0.015736,1.32e+019
152,5.1521,1.41,0,0.999697,-0.015855,0.018810,1.32e+019
153,5.1329,1.25,0,0.999761,0.020235,-0.008247,1.32e+019
154,5.1728,5.08,0,0.996064,0.070128,-0.054201,1.32e+019
155,5.1630,2.54,0,0.999014,-0.035436,0.026749,1.32e+019
156,5.1258,5.98,0,0.994558,0.052922,0.089737,1.32e+019
157,5.1071,5.87,0,0.994748,0.056633,0.085263,1.32e+019
158,5.1452,11.60,0,0.979591,-0.194230,-0.051733,1.32e+019
159,5.1606,9.90,0,0.985095,0.107036,0.134654,1.32e+019
160,5.1559,1.33,0,0.999731,-0.022393,-0.005966,1.32e+019
161,5.1292,5.95,0,0.994607,-0.102255,-0.017365,1.32e+019
162,5.1742,1.53,0,0.999642,0.026233,-0.005351,1.32e+019
163,5.1190,7.04,0,0.992453,0.122322,-0.008600,1.32e+019
164,5.1505,3.16,0,0.998483,0.007849,0.054497,1.32e+019
165,5.1037,3.49,0,0.998150,0.060378,0.007201,1.32e+019
166,5.1384,5.24,0,0.995818,0.063714,0.065482,1.32e+019
167,5.1654,3.27,0,0.998370,-0.056239,0.009746,1.32e+019
168,5.1245,4.07,0,0.997474,0.054708,0.045300,1.32e+019
169,5.1521,6.20,0,0.994142,-0.016382,-0.106829,1.32e+019
170,5.1569,1.38,0,0.999710,0.020686,0.012358,1.32e+019
171,5.1471,4.96,0,0.996263,-0.082528,-0.025488,1.32e+019
172,5.1547,1.62,0,0.999601,-0.028142,0.002348,1.32e+019
173,5.1537,3.75,0,0.997859,0.060775,-0.024145,1.32e+019
174,5.1577,3.88,0,0.997712,-0.002733,-0.067551,1.32e+019
175,5.1159,1.10,0,0.999816,0.010146,0.016266,1.32e+019
176,5.1403,7.63,0,0.991154,-0.025067,0.130327,1.32e+019
177,5.1106,7.68,0,0.991023,-0.058599,-0.120167,1.32e+019
178,5.1379,3.34,0,0.998302,0.055386,0.018021,1.32e+019
179,5.1479,9.52,0,0.986221,-0.129678,-0.102725,1.32e+019
180,5.1417,3.70,0,0.997917,0.054241,0.034929,1.32e+019
181,5.1173,1.85,0,0.999479,-0.008377,0.031162,1.32e+019
182,5.1500,0.67,0,0.999931,0.011191,0.003463,1.32e+019
183,5.1189,4.01,0,0.997552,0.024719,-0.065418,1.32e+019
184,5.1378,3.04,0,0.998596,0.023132,-0.047657,1.32e+019
185,5.1446,0.94,0,0.999864,0.012872,0.010281,1.32e+019
186,5.1486,0.72,0,0.999920,-0.010820,0.006506,1.32e+019
187,5.1274,4.10,0,0.997442,0.041071,0.058511,1.32e+019
188,5.1864,6.05,0,0.994427,-0.097057,0.041157,1.32e+019
189,5.1231,2.79,0,0.998811,0.028251,0.039734,1.32e+019
190,5.1382,3.77,0,0.997831,0.031935,0.057562,1.32e+019
191,5.1098,21.05,0,0.933298,0.040910,0.356764,1.32e+019
192,5.1450,3.98,0,0.997593,-0.069327,-0.001398,1.32e+019
193,5.1559,1.39,0,0.999706,-0.010510,0.021858,1.32e+019
194,5.1164,4.93,0,0.996296,0.060939,-0.060661,1.32e+019
195,5.1259,1.70,0,0.999560,-0.025198,0.015645,1.32e+019
196,5.1273,3.21,0,0.998427,-0.016915,0.053449,1.32e+019
197,5.0938,4.39,0,0.997069,0.075025,0.015020,1.32e+019
198,5.1379,5.12,0,0.996009,-0.068530,0.057186,1.32e+019
199,5.1251,5.73,0,0.994998,0.027641,-0.095993,1.32e+019
200,5.1433,5.27,0,0.995770,-0.089646,-0.020139,1.32e+019
201,5.1106,4.84,0,0.996428,0.083966,0.008947,1.32e+019
202,5.1464,2.16,0,0.999291,-0.008751,0.036625,1.32e+019
203,5.1259,3.42,0,0.998223,-0.014885,0.057697,1.32e+019
204,5.1164,7.72,0,0.990932,-0.130332,0.032677,1.32e+019
205,5.1474,1.26,0,0.999759,-0.008253,-0.020324,1.32e+019
206,5.1359,6.15,0,0.994248,0.040883,0.098988,1.32e+019
207,5.1118,2.63,0,0.998947,-0.041262,-0.020062,1.32e+019
208,5.1048,1.54,0,0.999639,0.025617,-0.008078,1.32e+019
209,5.1536,3.50,0,0.998135,0.046218,-0.039888,1.32e+019
210,5.1333,12.18,0,0.977508,-0.210362,0.015065,1.32e+019
211,5.1322,1.19,0,0.999783,-0.007913,0.019257,1.32e+019
212,5.1710,5.98,0,0.994560,0.055528,0.088133,1.32e+019
213,5.1374,5.70,0,0.995056,-0.023634,-0.096460,1.32e+019
214,5.1453,10.43,0,0.983462,0.181064,0.004345,1.32e+019
215,5.1511,1.00,0,0.999849,0.016299,-0.005998,1.32e+019
216,5.1574,5.71,0,0.995033,-0.035880,0.092851,1.32e+019
217,5.1306,3.78,0,0.997824,-0.018170,-0.063383,1.32e+019
218,5.1626,2.40,0,0.999121,0.014684,0.039266,1.32e+019
219,5.0813,7.53,0,0.991380,0.044990,0.123049,1.32e+019
220,5.1520,3.52,0,0.998115,-0.047303,-0.039107,1.32e+019
221,5.1353,8.61,0,0.988726,0.076144,-0.128927,1.32e+019
222,5.1248,6.68,0,0.993220,0.090766,-0.072636,1.32e+019
223,5.1319,3.14,0,0.998502,0.051776,-0.017714,1.32e+019
224,5.1155,2.45,0,0.999082,-0.010807,-0.041446,1.32e+019
225,5.1152,7.26,0,0.991975,0.124425,0.022434,1.32e+019
226,5.1457,4.90,0,0.996349,0.080857,-0.027396,1.32e+019
227,5.1392,0.62,0,0.999942,0.009673,-0.004774,1.32e+019
228,5.1818,7.35,0,0.991783,-0.105903,-0.071777,1.32e+019
229,5.1282,2.78,0,0.998827,-0.044829,-0.018290,1.32e+019
230,5.1588,22.13,0,0.926329,0.154744,0.343467,1.32e+019
231,5.1163,5.89,0,0.994726,0.077451,-0.067241,1.32e+019
232,5.1176,19.79,0,0.940925,-0.186873,-0.282382,1.32e+019
233,5.1172,7.29,0,0.991909,-0.125770,0.017289,1.32e+019
234,5.1494,7.37,0,0.991749,-0.006884,0.128011,1.32e+019
235,5.1399,1.32,0,0.999736,0.013949,-0.018244,1.32e+019
236,5.1653,28.89,0,0.875556,0.482938,-0.013109,1.32e+019
237,5.1188,1.87,0,0.999470,-0.017504,0.027444,1.32e+019
238,5.1449,4.56,0,0.996838,-0.059990,0.052116,1.32e+019
239,5.1243,7.76,0,0.990838,0.117225,-0.067067,1.32e+019
240,5.1380,1.67,0,0.999575,-0.019414,-0.021756,1.32e+019
241,5.1171,4.50,0,0.996917,0.020979,-0.075605,1.32e+019
242,5.1634,5.16,0,0.995954,0.029354,-0.084934,1.32e+019
243,5.1257,6.75,0,0.993064,-0.070342,0.094217,1.32e+019
244,5.1394,7.12,0,0.992289,-0.119266,-0.033732,1.32e+019
245,5.1736,5.27,0,0.995767,0.091872,0.002885,1.32e+019
246,5.1419,11.12,0,0.981235,0.192492,-0.011162,1.32e+019
247,5.1170,4.48,0,0.996950,0.048692,0.060984,1.32e+019
248,5.1665,2.98,0,0.998646,-0.042166,-0.030463,1.32e+019
249,5.1387,1.35,0,0.999720,-0.020540,-0.011716,1.32e+019
250,5.1604,3.50,0,0.998137,0.031986,0.051951,1.32e+019
251,5.1411,3.71,0,0.997907,-0.034581,-0.054634,1.32e+019
252,5.1444,4.44,0,0.997004,0.076862,-0.008685,1.32e+019
253,5.1744,2.07,0,0.999349,0.030819,-0.018732,1.32e+019
254,5.1190,7.39,0,0.991683,0.058038,0.114877,1.32e+019
255,5.1610,2.84,0,0.998769,-0.019113,0.045769,1.32e+019
256,5.1457,2.59,0,0.998981,0.025324,-0.037350,1.32e+019
257,5.1360,5.95,0,0.994621,0.091169,0.049166,1.32e+019
258,5.1585,4.17,0,0.997355,-0.061051,-0.039443,1.32e+019
259,5.1311,6.55,0,0.993465,-0.036389,0.108182,1.32e+019
260,5.1673,3.84,0,0.997753,-0.042256,-0.051995,1.32e+019
261,5.1237,9.36,0,0.986698,-0.046434,-0.155791,1.32e+019
262,5.1611,9.76,0,0.985529,0.147984,0.082667,1.32e+019
263,5.1463,3.46,0,0.998176,0.032641,0.050777,1.32e+019
264,5.1479,2.33,0,0.999175,-0.008651,-0.039673,1.32e+019
265,5.1019,3.14,0,0.998494,0.048078,-0.026427,1.32e+019
266,5.1201,7.34,0,0.991796,-0.021853,-0.125946,1.32e+019
267,5.0868,1.55,0,0.999635,0.022451,-0.015058,1.32e+019
268,5.1233,6.37,0,0.993834,-0.102290,0.042796,1.32e+019
269,5.1294,4.58,0,0.996805,0.041731,0.068100,1.32e+019
270,5.1835,6.78,0,0.992999,0.104980,0.054155,1.32e+019
271,5.1711,2.82,0,0.998788,-0.032550,-0.036932,1.32e+019
272,5.1228,2.39,0,0.999127,-0.015766,0.038679,1.32e+019
273,5.1513,4.56,0,0.996831,-0.079391,-0.004990,1.32e+019
274,5.1336,5.94,0,0.994636,0.063602,-0.081576,1.32e+019
275,5.1224,10.16,0,0.984305,0.026937,0.174408,1.32e+019
276,5.1306,3.49,0,0.998141,0.013254,0.059489,1.32e+019
277,5.1106,2.76,0,0.998843,0.046763,-0.011192,1.32e+019
278,5.1985,2.90,0,0.998722,0.050409,0.003611,1.32e+019
279,5.2198,2.96,0,0.998670,0.049562,0.014210,1.32e+019
280,5.1418,0.64,0,0.999937,0.011111,-0.001355,1.32e+019
281,5.1290,2.01,0,0.999385,-0.024049,-0.025531,1.32e+019
282,5.1076,4.75,0,0.996562,-0.057598,0.059550,1.32e+019
283,5.1457,2.66,0,0.998921,-0.046444,0.000114,1.32e+019
284,5.1403,0.90,0,0.999875,-0.005749,-0.014702,1.32e+019
285,5.1161,4.58,0,0.996811,-0.073308,-0.031536,1.32e+019
286,5.1324,1.13,0,0.999805,0.017981,-0.008167,1.32e+019
287,5.1289,3.14,0,0.998502,0.026310,-0.047964,1.32e+019
288,5.1478,3.58,0,0.998051,-0.044705,0.043546,1.32e+019
289,5.1558,3.70,0,0.997913,-0.015472,-0.062687,1.32e+019
290,5.1195,3.08,0,0.998560,-0.049049,0.021727,1.32e+019
291,5.1408,2.46,0,0.999076,0.006012,0.042547,1.32e+019
292,5.1382,3.52,0,0.998108,-0.045183,-0.041693,1.32e+019
293,5.1246,3.89,0,0.997695,-0.067210,-0.009358,1.32e+019
294,5.1334,2.36,0,0.999149,-0.004877,-0.040964,1.32e+019
295,5.1813,2.21,0,0.999256,0.032144,-0.021300,1.32e+019
296,5.1323,5.04,0,0.996128,-0.065178,0.058993,1.32e+019
297,5.0857,8.18,0,0.989834,0.077044,-0.119552,1.32e+019
298,5.1268,6.11,0,0.994327,0.040639,0.098293,1.32e+019
299,5.1175,8.49,0,0.989050,-0.139873,-0.047073,1.32e+019
300,5.1238,7.17,0,0.992180,0.068904,0.104075,1.32e+019
301,5.1081,4.82,0,0.996464,0.018304,0.082000,1.32e+019
302,5.1326,4.32,0,0.997157,-0.002793,0.075302,1.32e+019
303,5.1119,9.57,0,0.986092,-0.101074,0.131937,1.32e+019
304,5.1189,2.70,0,0.998886,0.022190,0.041641,1.32e+019
305,5.1356,3.93,0,0.997649,0.017574,-0.066234,1.32e+019
306,5.1590,6.04,0,0.994450,-0.030607,-0.100662,1.32e+019
307,5.1777,3.98,0,0.997584,-0.069213,-0.006033,1.32e+019
308,5.1709,7.93,0,0.990446,-0.112179,0.080198,1.32e+019
309,5.1384,6.38,0,0.993804,-0.111075,0.004100,1.32e+019
310,5.1142,3.65,0,0.997976,-0.035390,-0.052844,1.32e+019
311,5.1479,10.43,0,0.983486,-0.117532,0.137631,1.32e+019
312,5.1300,0.91,0,0.999873,-0.001502,-0.015877,1.32e+019
313,5.1480,3.62,0,0.998008,-0.061497,0.014072,1.32e+019
314,5.1065,3.05,0,0.998584,-0.050054,0.018009,1.32e+019
315,5.0870,6.62,0,0.993329,0.038447,-0.108715,1.32e+019
316,5.1450,0.69,0,0.999927,-0.011175,0.004650,1.32e+019
317,5.1098,2.87,0,0.998742,-0.024538,-0.043729,1.32e+019
318,5.1490,1.29,0,0.999748,-0.019856,0.010480,1.32e+019
319,5.1396,5.05,0,0.996122,0.056911,-0.067100,1.32e+019
320,5.1577,3.42,0,0.998215,0.017391,0.057143,1.32e+019
321,5.1320,5.69,0,0.995068,-0.099193,-0.000563,1.32e+019
322,5.1141,8.87,0,0.988029,-0.152957,0.020069,1.32e+019
323,5.1339,2.16,0,0.999290,-0.037524,-0.003363,1.32e+019
324,5.1455,5.10,0,0.996035,0.074393,0.048793,1.32e+019
325,5.1407,2.00,0,0.999390,0.023774,-0.025584,1.32e+019
326,5.1356,3.52,0,0.998116,-0.042039,0.044692,1.32e+019
327,5.1721,3.02,0,0.998614,0.024645,0.046506,1.32e+019
328,5.1324,2.24,0,0.999233,0.010459,0.037729,1.32e+019
329,5.0929,5.68,0,0.995083,0.088884,0.043692,1.32e+019
330,5.1714,3.02,0,0.998616,0.052560,-0.002113,1.32e+019
331,5.1285,4.44,0,0.997000,0.066163,0.040177,1.32e+019
332,5.1205,3.08,0,0.998557,0.047572,-0.024918,1.32e+019
333,5.1631,3.40,0,0.998236,0.055185,0.021896,1.32e+019
334,5.1592,9.33,0,0.986765,0.119631,-0.109465,1.32e+019
335,5.1223,4.80,0,0.996491,0.003992,0.083603,1.32e+019
336,5.1480,2.80,0,0.998807,-0.047398,-0.011785,1.32e+019
337,5.1511,6.15,0,0.994241,-0.103641,-0.027274,1.32e+019
338,5.1115,2.34,0,0.999166,0.039757,-0.009354,1.32e+019
339,5.1604,5.43,0,0.995510,0.044596,-0.083496,1.32e+019
340,5.0953,5.45,0,0.995474,-0.019017,0.093110,1.32e+019
341,5.1712,6.12,0,0.994292,0.005276,0.106561,1.32e+019
342,5.1782,2.28,0,0.999208,0.032385,-0.023111,1.32e+019
343,5.1404,4.81,0,0.996476,0.082419,-0.015605,1.32e+019
344,5.1216,3.64,0,0.997984,0.030945,0.055404,1.32e+019
345,5.1661,7.98,0,0.990307,0.026058,-0.136430,1.32e+019
346,5.1180,3.00,0,0.998631,0.028167,-0.044073,1.32e+019
347,5.1778,2.32,0,0.999180,0.027166,-0.030029,1.32e+019
348,5.1652,11.23,0,0.980854,-0.068258,0.182393,1.32e+019
349,5.1413,3.48,0,0.998153,-0.057348,-0.020025,1.32e+019
350,5.1277,7.43,0,0.991603,-0.027192,-0.126426,1.32e+019
351,5.1419,2.53,0,0.999028,0.042772,0.010694,1.32e+019
352,5.1170,2.25,0,0.999227,-0.024063,0.031075,1.32e+019
353,5.1255,6.10,0,0.994330,0.011511,0.105717,1.32e+019
354,5.1505,3.08,0,0.998552,-0.049714,-0.020566,1.32e+019
355,5.1492,4.37,0,0.997098,-0.031967,0.069090,1.32e+019
356,5.1416,1.42,0,0.999693,-0.024643,0.002650,1.32e+019
357,5.1264,2.70,0,0.998891,0.020453,0.042416,1.32e+019
358,5.1345,4.85,0,0.996420,-0.055715,0.063591,1.32e+019
359,5.1416,3.01,0,0.998616,-0.002325,0.052535,1.32e+019
360,5.1254,2.94,0,0.998683,-0.048067,0.017934,1.32e+019
361,5.1567,5.16,0,0.995948,0.045537,-0.077555,1.32e+019
362,5.1367,6.04,0,0.994455,0.019093,0.103420,1.32e+019
363,5.0629,0.51,0,0.999960,-0.003971,0.007997,1.32e+019
364,5.1346,4.39,0,0.997067,0.069383,-0.032293,1.32e+019
365,5.1220,2.08,0,0.999340,-0.032935,-0.015349,1.32e+019
366,5.1295,9.45,0,0.986441,-0.163709,0.011579,1.32e+019
367,5.1475,3.85,0,0.997741,0.035968,-0.056732,1.32e+019
368,5.1323,1.03,0,0.999838,-0.015234,0.009563,1.32e+019
369,5.1315,2.24,0,0.999235,-0.021738,0.032516,1.32e+019
370,5.1436,5.48,0,0.995429,0.071655,-0.063134,1.32e+019
371,5.1158,7.66,0,0.991073,-0.014629,-0.132512,1.32e+019
372,5.1369,3.11,0,0.998529,0.001077,-0.054218,1.32e+019
373,5.1270,3.89,0,0.997695,0.055390,-0.039206,1.32e+019
374,5.1581,3.02,0,0.998612,0.045361,-0.026768,1.32e+019
375,5.1347,11.77,0,0.978965,-0.023843,-0.202632,1.32e+019
376,5.0964,4.32,0,0.997162,-0.043583,0.061388,1.32e+019
377,5.1539,3.90,0,0.997681,-0.049705,-0.046491,1.32e+019
378,5.1584,2.98,0,0.998645,-0.016804,0.049262,1.32e+019
379,5.1505,4.29,0,0.997204,-0.031966,0.067538,1.32e+019
380,5.1306,7.45,0,0.991567,0.127902,0.020899,1.32e+019
381,5.1141,0.22,0,0.999992,0.003569,-0.001515,1.32e+019
382,5.1107,4.53,0,0.996874,-0.060983,-0.050236,1.32e+019
383,5.1320,4.24,0,0.997261,-0.051738,-0.052853,1.32e+019
384,5.1484,6.18,0,0.994195,0.013087,0.106798,1.32e+019
385,5.1329,4.73,0,0.996592,-0.080273,0.019002,1.32e+019
386,5.1729,2.83,0,0.998780,0.041298,-0.027061,1.32e+019
387,5.1470,15.77,0,0.962373,0.186879,0.197268,1.32e+019
